"District
Number",Zip Codes,District,Region,County,"School
Type","Alternative
Education
Accountability",Charter,"Number of
Students","%
Economically
Disadvantaged","% EB/EL
Students","Overall
Rating","Overall
Score","Student
Achievement
Rating","Student
Achievement
Score","School
Progress
Rating","School
Progress
Score","Academic
Growth
Rating","Academic
Growth
Score","Relative
Performance
Rating","Relative
Performance
Score","Closing
the Gaps Rating","Closing
the Gaps Score"
133903,,KERRVILLE ISD,REGION 20: SAN ANTONIO,KERR,Elementary,No,No,523,62.70%,2.70%,B,86,A,90,A,90,C,77,A,90,C,75
133903,,KERRVILLE ISD,REGION 20: SAN ANTONIO,KERR,Elementary,No,No,451,60.30%,16.60%,A,90,B,82,A,90,A,90,B,85,B,89
133903,,KERRVILLE ISD,REGION 20: SAN ANTONIO,KERR,Elementary,No,No,522,67.00%,17.60%,A,92,B,83,B,88,B,88,B,87,A,100
133903,,KERRVILLE ISD,REGION 20: SAN ANTONIO,KERR,Elementary,No,No,182,94.50%,22.50%,B,87,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
133903,,KERRVILLE ISD,REGION 20: SAN ANTONIO,KERR,Elementary,No,No,555,48.80%,2.90%,B,87,A,91,A,90,B,82,A,90,C,78
133904,,INGRAM ISD,REGION 20: SAN ANTONIO,KERR,Elementary,No,No,536,74.80%,20.30%,B,87,B,86,A,90,C,74,A,90,C,79
133905,,DIVIDE ISD,REGION 20: SAN ANTONIO,KERR,Elementary,No,No,32,50.00%,0.00%,B,80,C,75,B,80,B,80,C,70,Not Rated,        .
134901,,JUNCTION ISD,REGION 15: SAN ANGELO,KIMBLE,Elementary,No,No,314,66.60%,5.40%,C,77,C,75,C,79,C,79,C,79,C,72
136901,,BRACKETT ISD,REGION 20: SAN ANTONIO,KINNEY,Elementary,No,No,250,66.40%,3.60%,B,80,C,77,B,82,C,77,B,82,C,74
137901,,KINGSVILLE ISD,REGION 02: CORPUS CHRISTI,KLEBERG,Elementary,No,No,507,86.20%,4.50%,C,78,Not Rated: Senate Bill 1365,64,B,80,B,80,C,70,C,73
137901,,KINGSVILLE ISD,REGION 02: CORPUS CHRISTI,KLEBERG,Elementary,No,No,323,99.10%,2.50%,C,77,Not Rated: Senate Bill 1365,64,C,77,C,77,C,72,C,77
137901,,KINGSVILLE ISD,REGION 02: CORPUS CHRISTI,KLEBERG,Elementary,No,No,450,70.90%,6.00%,Not Rated: Senate Bill 1365,66,Not Rated: Senate Bill 1365,65,Not Rated: Senate Bill 1365,65,Not Rated: Senate Bill 1365,59,Not Rated: Senate Bill 1365,65,Not Rated: Senate Bill 1365,68
137902,,RICARDO ISD,REGION 02: CORPUS CHRISTI,KLEBERG,Elementary,No,No,370,55.90%,3.80%,C,79,B,83,B,84,Not Rated: Senate Bill 1365,62,B,84,Not Rated: Senate Bill 1365,68
137903,,RIVIERA ISD,REGION 02: CORPUS CHRISTI,KLEBERG,Elementary,No,No,199,68.30%,1.00%,C,77,C,74,C,79,C,72,C,79,C,72
137904,,SANTA GERTRUDIS ISD,REGION 02: CORPUS CHRISTI,KLEBERG,Elementary,No,No,406,47.00%,0.50%,B,86,A,90,B,86,B,80,B,86,C,76
138903,,MUNDAY CISD,REGION 09: WICHITA FALLS,KNOX,Elementary,No,No,209,58.90%,1.40%,A,93,A,90,B,89,B,89,B,89,A,100
139905,,CHISUM ISD,REGION 08: MT PLEASANT,LAMAR,Elementary,No,No,579,47.30%,7.10%,B,82,B,83,B,83,B,83,B,81,C,79
139909,,PARIS ISD,REGION 08: MT PLEASANT,LAMAR,Elementary,No,No,105,88.60%,15.20%,C,77,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
139909,,PARIS ISD,REGION 08: MT PLEASANT,LAMAR,Elementary,No,No,533,89.10%,25.50%,C,77,C,71,C,79,C,77,C,79,C,72
139909,,PARIS ISD,REGION 08: MT PLEASANT,LAMAR,Elementary,No,No,924,75.50%,6.60%,C,77,C,71,C,79,C,79,C,75,C,73
139909,,PARIS ISD,REGION 08: MT PLEASANT,LAMAR,Elementary,No,No,198,99.50%,12.10%,C,77,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
139911,,NORTH LAMAR ISD,REGION 08: MT PLEASANT,LAMAR,Elementary,No,No,342,62.30%,5.00%,C,76,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
139911,,NORTH LAMAR ISD,REGION 08: MT PLEASANT,LAMAR,Elementary,No,No,235,63.00%,1.30%,Not Rated: Senate Bill 1365,67,C,70,Not Rated: Senate Bill 1365,67,Not Rated: Senate Bill 1365,54,Not Rated: Senate Bill 1365,67,Not Rated: Senate Bill 1365,60
139911,,NORTH LAMAR ISD,REGION 08: MT PLEASANT,LAMAR,Elementary,No,No,272,62.90%,6.60%,C,76,C,76,C,79,Not Rated,        .,C,79,C,70
139911,,NORTH LAMAR ISD,REGION 08: MT PLEASANT,LAMAR,Elementary,No,No,287,57.10%,6.60%,C,73,C,73,C,72,C,72,C,72,C,72
139912,,PRAIRILAND ISD,REGION 08: MT PLEASANT,LAMAR,Elementary,No,No,427,53.60%,3.00%,B,84,B,88,B,86,C,77,B,86,C,75
139912,,PRAIRILAND ISD,REGION 08: MT PLEASANT,LAMAR,Elementary,No,No,117,73.50%,6.00%,B,85,B,86,A,90,C,75,A,90,C,74
140904,,LITTLEFIELD ISD,REGION 17: LUBBOCK,LAMB,Elementary,No,No,279,81.40%,15.10%,B,83,C,71,B,85,B,85,C,77,C,77
140904,,LITTLEFIELD ISD,REGION 17: LUBBOCK,LAMB,Elementary,No,No,309,80.30%,10.00%,B,83,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
140905,,OLTON ISD,REGION 17: LUBBOCK,LAMB,Elementary,No,No,271,67.50%,14.00%,Not Rated: Senate Bill 1365,65,Not Rated: Senate Bill 1365,67,Not Rated: Senate Bill 1365,66,Not Rated: Senate Bill 1365,57,Not Rated: Senate Bill 1365,66,Not Rated: Senate Bill 1365,61
140907,,SPRINGLAKE-EARTH ISD,REGION 17: LUBBOCK,LAMB,Elementary,No,No,171,78.40%,28.10%,B,81,C,78,B,85,Not Rated: Senate Bill 1365,59,B,85,C,72
140908,,SUDAN ISD,REGION 17: LUBBOCK,LAMB,Elementary,No,No,304,59.20%,12.20%,B,84,B,86,B,87,C,74,B,87,C,77
141901,,LAMPASAS ISD,REGION 12: WACO,LAMPASAS,Elementary,No,No,412,59.00%,3.20%,A,92,A,90,A,90,B,88,A,90,A,96
141901,,LAMPASAS ISD,REGION 12: WACO,LAMPASAS,Elementary,No,No,682,69.10%,8.50%,B,81,C,77,B,82,C,79,B,82,C,77
141901,,LAMPASAS ISD,REGION 12: WACO,LAMPASAS,Elementary,No,No,506,61.70%,2.20%,A,93,B,83,A,95,A,95,B,85,B,87
142901,,COTULLA ISD,REGION 20: SAN ANTONIO,LA SALLE,Elementary,No,No,452,87.20%,4.90%,C,75,C,71,C,78,C,77,C,78,Not Rated: Senate Bill 1365,68
142901,,COTULLA ISD,REGION 20: SAN ANTONIO,LA SALLE,Elementary,No,No,74,95.90%,21.60%,C,77,Not Rated: Senate Bill 1365,62,A,97,A,97,C,70,Not Rated: Senate Bill 1365,30
143901,,HALLETTSVILLE ISD,REGION 03: VICTORIA,LAVACA,Elementary,No,No,428,40.90%,4.90%,B,86,B,89,B,85,B,85,B,82,C,79
143902,,MOULTON ISD,REGION 03: VICTORIA,LAVACA,Elementary,No,No,173,58.40%,14.50%,B,83,B,83,B,85,C,72,B,85,C,77
143903,,SHINER ISD,REGION 03: VICTORIA,LAVACA,Elementary,No,No,394,28.70%,3.60%,B,89,A,93,B,89,C,77,B,89,B,81
143904,,VYSEHRAD ISD,REGION 03: VICTORIA,LAVACA,Elementary,No,No,111,47.70%,0.00%,B,86,A,91,B,88,B,80,B,88,C,75
143905,,SWEET HOME ISD,REGION 03: VICTORIA,LAVACA,Elementary,No,No,136,22.10%,0.00%,A,96,A,92,A,94,A,94,B,82,A,100
143906,,EZZELL ISD,REGION 03: VICTORIA,LAVACA,Elementary,No,No,94,57.40%,0.00%,B,83,B,86,B,86,Not Rated: Senate Bill 1365,59,B,86,C,75
144901,,GIDDINGS ISD,REGION 13: AUSTIN,LEE,Elementary,No,No,565,76.30%,27.60%,B,82,C,77,B,84,Not Rated,        .,B,84,C,77
144901,,GIDDINGS ISD,REGION 13: AUSTIN,LEE,Elementary,No,No,245,78.40%,23.30%,B,81,C,76,B,83,B,83,B,83,C,75
144902,,LEXINGTON ISD,REGION 13: AUSTIN,LEE,Elementary,No,No,481,46.40%,5.00%,B,82,B,83,B,82,B,82,B,81,C,79
145901,,BUFFALO ISD,REGION 06: HUNTSVILLE,LEON,Elementary,No,No,399,66.40%,19.50%,B,89,B,86,B,89,B,83,B,89,B,89
145901,,BUFFALO ISD,REGION 06: HUNTSVILLE,LEON,Elementary,No,No,312,76.60%,26.30%,B,89,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
145902,,CENTERVILLE ISD,REGION 06: HUNTSVILLE,LEON,Elementary,No,No,382,56.80%,4.50%,C,79,C,77,B,80,B,80,C,78,C,78
145906,,NORMANGEE ISD,REGION 06: HUNTSVILLE,LEON,Elementary,No,No,278,54.00%,3.60%,B,83,C,76,B,86,B,86,C,75,C,77
145907,,OAKWOOD ISD,REGION 06: HUNTSVILLE,LEON,Elementary,No,No,146,90.40%,2.10%,Not Rated: Senate Bill 1365,69,Not Rated: Senate Bill 1365,64,C,70,Not Rated: Senate Bill 1365,69,C,70,Not Rated: Senate Bill 1365,65
145911,,LEON ISD,REGION 06: HUNTSVILLE,LEON,Elementary,No,No,405,57.30%,18.80%,C,77,C,77,B,80,Not Rated: Senate Bill 1365,65,B,80,C,71
146901,,CLEVELAND ISD,REGION 04: HOUSTON,LIBERTY,Elementary,No,No,688,89.10%,43.30%,Not Rated: Senate Bill 1365,68,Not Rated: Senate Bill 1365,62,Not Rated: Senate Bill 1365,69,Not Rated: Senate Bill 1365,59,Not Rated: Senate Bill 1365,69,Not Rated: Senate Bill 1365,65
146901,,CLEVELAND ISD,REGION 04: HOUSTON,LIBERTY,Elementary,No,No,"1,277",94.50%,68.50%,C,79,Not Rated: Senate Bill 1365,56,B,83,B,83,Not Rated: Senate Bill 1365,59,C,71
146901,,CLEVELAND ISD,REGION 04: HOUSTON,LIBERTY,Elementary,No,No,"1,243",91.10%,60.80%,C,73,Not Rated: Senate Bill 1365,56,C,75,C,75,Not Rated: Senate Bill 1365,59,Not Rated: Senate Bill 1365,67
146901,,CLEVELAND ISD,REGION 04: HOUSTON,LIBERTY,Elementary,No,No,"1,174",98.50%,76.10%,Not Rated: Senate Bill 1365,65,Not Rated: Senate Bill 1365,56,Not Rated: Senate Bill 1365,65,Not Rated: Senate Bill 1365,65,Not Rated: Senate Bill 1365,58,Not Rated: Senate Bill 1365,65
146901,,CLEVELAND ISD,REGION 04: HOUSTON,LIBERTY,Elementary,No,No,891,97.20%,79.10%,C,78,Not Rated: Senate Bill 1365,52,B,82,B,82,Not Rated: Senate Bill 1365,54,C,70
146902,,DAYTON ISD,REGION 04: HOUSTON,LIBERTY,Elementary,No,No,741,73.30%,32.90%,C,79,C,74,B,80,B,80,B,80,C,78
146902,,DAYTON ISD,REGION 04: HOUSTON,LIBERTY,Elementary,No,No,230,73.90%,22.20%,C,79,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
146902,,DAYTON ISD,REGION 04: HOUSTON,LIBERTY,Elementary,No,No,888,59.50%,11.60%,C,71,C,72,C,72,C,72,Not Rated: Senate Bill 1365,69,C,70
146902,,DAYTON ISD,REGION 04: HOUSTON,LIBERTY,Elementary,No,No,789,71.10%,26.00%,Not Rated: Senate Bill 1365,59,Not Rated: Senate Bill 1365,59,Not Rated: Senate Bill 1365,59,Not Rated: Senate Bill 1365,59,Not Rated: Senate Bill 1365,58,Not Rated: Senate Bill 1365,62
146903,,DEVERS ISD,REGION 04: HOUSTON,LIBERTY,Elementary,No,No,153,29.40%,7.80%,A,97,A,95,A,93,A,91,A,93,A,100
146904,,HARDIN ISD,REGION 05: BEAUMONT,LIBERTY,Elementary,No,No,573,66.50%,3.80%,C,73,C,73,C,75,Not Rated: Senate Bill 1365,62,C,75,Not Rated: Senate Bill 1365,68
146905,,HULL-DAISETTA ISD,REGION 05: BEAUMONT,LIBERTY,Elementary,No,No,246,80.10%,3.70%,Not Rated: Senate Bill 1365,56,Not Rated: Senate Bill 1365,51,Not Rated: Senate Bill 1365,60,Not Rated: Senate Bill 1365,60,Not Rated: Senate Bill 1365,52,Not Rated: Senate Bill 1365,45
146906,,LIBERTY ISD,REGION 05: BEAUMONT,LIBERTY,Elementary,No,No,428,71.50%,21.00%,B,81,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
146906,,LIBERTY ISD,REGION 05: BEAUMONT,LIBERTY,Elementary,No,No,636,66.40%,24.10%,B,81,C,73,B,83,B,83,C,75,C,75
146907,,TARKINGTON ISD,REGION 04: HOUSTON,LIBERTY,Elementary,No,No,647,57.70%,5.10%,B,80,C,78,B,81,Not Rated,        .,B,81,C,77
146907,,TARKINGTON ISD,REGION 04: HOUSTON,LIBERTY,Elementary,No,No,250,48.40%,6.40%,B,89,C,79,B,89,B,89,C,79,B,88
147901,,COOLIDGE ISD,REGION 12: WACO,LIMESTONE,Elementary,No,No,159,81.80%,13.20%,B,87,B,88,A,91,Not Rated: Senate Bill 1365,62,A,91,C,76
147902,,GROESBECK ISD,REGION 12: WACO,LIMESTONE,Elementary,No,No,349,66.50%,6.00%,B,80,C,71,B,82,B,82,C,70,C,74
147902,,GROESBECK ISD,REGION 12: WACO,LIMESTONE,Elementary,No,No,500,70.00%,6.80%,B,80,C,77,B,82,Not Rated,        .,B,82,C,75
147903,,MEXIA ISD,REGION 12: WACO,LIMESTONE,Elementary,No,No,538,87.40%,22.70%,C,71,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
147903,,MEXIA ISD,REGION 12: WACO,LIMESTONE,Elementary,No,No,372,86.60%,22.00%,C,71,Not Rated: Senate Bill 1365,56,C,74,C,74,Not Rated: Senate Bill 1365,58,Not Rated: Senate Bill 1365,65
148901,,BOOKER ISD,REGION 16: AMARILLO,LIPSCOMB,Elementary,No,No,173,72.30%,44.50%,A,93,A,91,A,96,A,96,A,92,B,85
149901,,GEORGE WEST ISD,REGION 02: CORPUS CHRISTI,LIVE OAK,Elementary,No,No,239,43.90%,5.40%,B,87,A,91,B,86,Not Rated: Senate Bill 1365,69,B,86,C,76
149901,,GEORGE WEST ISD,REGION 02: CORPUS CHRISTI,LIVE OAK,Elementary,No,No,379,64.90%,6.60%,A,96,A,94,A,94,Not Rated,        .,A,94,A,100
149902,,THREE RIVERS ISD,REGION 02: CORPUS CHRISTI,LIVE OAK,Elementary,No,No,284,68.70%,5.30%,B,84,B,83,B,87,Not Rated: Senate Bill 1365,67,B,87,C,76
150901,,LLANO ISD,REGION 13: AUSTIN,LLANO,Elementary,No,No,376,61.40%,5.60%,A,90,A,91,A,91,A,91,A,91,B,89
150901,,LLANO ISD,REGION 13: AUSTIN,LLANO,Elementary,No,No,564,77.50%,20.00%,C,78,Not Rated: Senate Bill 1365,62,C,79,C,79,Not Rated: Senate Bill 1365,63,C,74
152802,,RISE ACADEMY,REGION 17: LUBBOCK,LUBBOCK,Elementary,No,Yes,305,85.20%,0.00%,A,95,A,93,A,93,A,91,A,93,A,100
152806,,BETTY M CONDRA SCHOOL FOR EDUCATION INNOVATION,REGION 17: LUBBOCK,LUBBOCK,Elementary,No,Yes,185,72.40%,0.00%,Not Rated: Senate Bill 1365,59,Not Rated: Senate Bill 1365,51,Not Rated: Senate Bill 1365,57,Not Rated: Senate Bill 1365,57,Not Rated: Senate Bill 1365,51,Not Rated: Senate Bill 1365,64
152901,,LUBBOCK ISD,REGION 17: LUBBOCK,LUBBOCK,Elementary,No,No,511,92.60%,3.90%,B,86,C,76,B,85,B,83,B,85,B,88
152901,,LUBBOCK ISD,REGION 17: LUBBOCK,LUBBOCK,Elementary,No,No,456,97.40%,40.10%,Not Rated: Senate Bill 1365,59,Not Rated: Senate Bill 1365,54,Not Rated: Senate Bill 1365,59,Not Rated: Senate Bill 1365,59,Not Rated: Senate Bill 1365,56,Not Rated: Senate Bill 1365,68
152901,,LUBBOCK ISD,REGION 17: LUBBOCK,LUBBOCK,Elementary,No,No,360,96.90%,4.20%,B,82,Not Rated: Senate Bill 1365,62,B,86,B,86,C,70,C,74
152901,,LUBBOCK ISD,REGION 17: LUBBOCK,LUBBOCK,Elementary,No,No,197,95.90%,6.60%,B,89,Not Rated: Senate Bill 1365,69,A,94,A,94,C,76,C,77
152901,,LUBBOCK ISD,REGION 17: LUBBOCK,LUBBOCK,Elementary,No,No,566,78.60%,3.00%,B,87,C,78,B,85,B,80,B,85,A,92
152901,,LUBBOCK ISD,REGION 17: LUBBOCK,LUBBOCK,Elementary,No,No,422,86.00%,45.30%,C,71,Not Rated: Senate Bill 1365,67,C,72,C,70,C,72,Not Rated: Senate Bill 1365,68
152901,,LUBBOCK ISD,REGION 17: LUBBOCK,LUBBOCK,Elementary,No,No,275,91.30%,6.20%,B,85,C,71,B,88,B,88,C,79,C,78
152901,,LUBBOCK ISD,REGION 17: LUBBOCK,LUBBOCK,Elementary,No,No,374,43.30%,2.90%,A,95,A,92,A,93,A,93,A,91,A,100
152901,,LUBBOCK ISD,REGION 17: LUBBOCK,LUBBOCK,Elementary,No,No,547,95.10%,28.90%,B,83,C,70,B,85,B,85,C,78,C,78
152901,,LUBBOCK ISD,REGION 17: LUBBOCK,LUBBOCK,Elementary,No,No,311,88.10%,2.60%,A,94,C,77,A,93,A,93,B,85,A,96
152901,,LUBBOCK ISD,REGION 17: LUBBOCK,LUBBOCK,Elementary,No,No,304,88.50%,3.30%,B,83,C,73,B,86,B,86,B,82,C,77
152901,,LUBBOCK ISD,REGION 17: LUBBOCK,LUBBOCK,Elementary,No,No,362,82.90%,3.90%,C,71,Not Rated: Senate Bill 1365,67,C,72,Not Rated: Senate Bill 1365,59,C,72,Not Rated: Senate Bill 1365,68
152901,,LUBBOCK ISD,REGION 17: LUBBOCK,LUBBOCK,Elementary,No,No,474,48.30%,7.60%,A,94,A,91,A,91,A,91,A,90,A,100
152901,,LUBBOCK ISD,REGION 17: LUBBOCK,LUBBOCK,Elementary,No,No,316,69.90%,3.80%,A,92,C,78,A,90,A,90,B,84,A,96
152901,,LUBBOCK ISD,REGION 17: LUBBOCK,LUBBOCK,Elementary,No,No,580,49.00%,1.70%,A,94,A,92,A,92,A,92,A,91,A,98
152901,,LUBBOCK ISD,REGION 17: LUBBOCK,LUBBOCK,Elementary,No,No,387,85.30%,3.10%,B,86,C,75,B,89,B,89,B,83,C,79
152901,,LUBBOCK ISD,REGION 17: LUBBOCK,LUBBOCK,Elementary,No,No,500,66.20%,2.40%,B,87,B,82,B,86,B,86,B,86,B,89
152901,,LUBBOCK ISD,REGION 17: LUBBOCK,LUBBOCK,Elementary,No,No,378,92.60%,2.60%,A,90,C,71,A,94,A,94,C,79,C,79
152901,,LUBBOCK ISD,REGION 17: LUBBOCK,LUBBOCK,Elementary,No,No,311,89.70%,1.60%,Not Rated: Senate Bill 1365,69,Not Rated: Senate Bill 1365,65,C,72,Not Rated: Senate Bill 1365,62,C,72,Not Rated: Senate Bill 1365,62
152901,,LUBBOCK ISD,REGION 17: LUBBOCK,LUBBOCK,Elementary,No,No,495,51.90%,0.60%,A,94,A,91,A,91,A,91,B,89,A,100
152901,,LUBBOCK ISD,REGION 17: LUBBOCK,LUBBOCK,Elementary,No,No,329,74.20%,0.90%,B,88,C,77,A,92,A,92,B,83,C,79
152901,,LUBBOCK ISD,REGION 17: LUBBOCK,LUBBOCK,Elementary,No,No,578,25.40%,4.00%,A,90,A,93,B,89,B,89,B,87,B,84
152901,,LUBBOCK ISD,REGION 17: LUBBOCK,LUBBOCK,Elementary,No,No,270,97.40%,7.80%,A,98,A,90,A,97,A,97,A,91,A,100
152901,,LUBBOCK ISD,REGION 17: LUBBOCK,LUBBOCK,Elementary,No,No,632,82.30%,5.50%,B,82,C,76,B,84,B,83,B,84,C,77
152901,,LUBBOCK ISD,REGION 17: LUBBOCK,LUBBOCK,Elementary,No,No,515,76.70%,3.10%,A,93,A,90,A,92,A,92,A,91,A,96
152901,,LUBBOCK ISD,REGION 17: LUBBOCK,LUBBOCK,Elementary,No,No,479,98.70%,0.60%,C,77,Not Rated: Senate Bill 1365,58,C,79,C,79,Not Rated: Senate Bill 1365,63,C,73
152901,,LUBBOCK ISD,REGION 17: LUBBOCK,LUBBOCK,Elementary,No,No,640,41.30%,1.30%,A,94,A,92,A,93,A,93,A,90,A,96
152901,,LUBBOCK ISD,REGION 17: LUBBOCK,LUBBOCK,Elementary,No,No,378,96.80%,1.30%,B,80,Not Rated: Senate Bill 1365,54,B,83,B,83,Not Rated: Senate Bill 1365,56,C,72
152901,,LUBBOCK ISD,REGION 17: LUBBOCK,LUBBOCK,Elementary,No,No,528,93.40%,2.70%,C,71,Not Rated: Senate Bill 1365,59,C,72,C,72,Not Rated: Senate Bill 1365,65,Not Rated: Senate Bill 1365,68
152902,,NEW DEAL ISD,REGION 17: LUBBOCK,LUBBOCK,Elementary,No,No,267,71.20%,4.10%,Not Rated: Senate Bill 1365,69,Not Rated: Senate Bill 1365,69,C,70,C,70,C,70,Not Rated: Senate Bill 1365,67
152903,,SLATON ISD,REGION 17: LUBBOCK,LUBBOCK,Elementary,No,No,158,82.30%,4.40%,B,87,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
152903,,SLATON ISD,REGION 17: LUBBOCK,LUBBOCK,Elementary,No,No,455,75.80%,6.40%,B,87,C,72,A,91,A,91,C,78,C,78
152906,,LUBBOCK-COOPER ISD,REGION 17: LUBBOCK,LUBBOCK,Elementary,No,No,726,43.30%,5.80%,A,94,A,90,A,91,A,91,B,85,A,100
152906,,LUBBOCK-COOPER ISD,REGION 17: LUBBOCK,LUBBOCK,Elementary,No,No,753,51.00%,4.10%,A,94,B,88,A,91,A,91,B,85,A,100
152906,,LUBBOCK-COOPER ISD,REGION 17: LUBBOCK,LUBBOCK,Elementary,No,No,617,23.70%,4.10%,A,95,A,93,A,91,A,91,B,85,A,100
152906,,LUBBOCK-COOPER ISD,REGION 17: LUBBOCK,LUBBOCK,Elementary,No,No,794,23.00%,8.20%,A,90,A,92,A,90,A,90,B,84,B,85
152906,,LUBBOCK-COOPER ISD,REGION 17: LUBBOCK,LUBBOCK,Elementary,No,No,720,57.40%,3.60%,B,86,C,79,B,83,B,83,B,82,A,92
152907,,FRENSHIP ISD,REGION 17: LUBBOCK,LUBBOCK,Elementary,No,No,716,58.20%,3.20%,B,87,B,86,B,86,B,85,B,86,B,89
152907,,FRENSHIP ISD,REGION 17: LUBBOCK,LUBBOCK,Elementary,No,No,575,27.10%,4.20%,A,97,A,95,A,92,A,91,A,92,A,100
152907,,FRENSHIP ISD,REGION 17: LUBBOCK,LUBBOCK,Elementary,No,No,565,70.10%,5.80%,B,86,C,77,B,88,B,88,B,83,B,80
152907,,FRENSHIP ISD,REGION 17: LUBBOCK,LUBBOCK,Elementary,No,No,599,75.60%,20.90%,B,86,C,77,B,89,B,89,B,84,C,79
152907,,FRENSHIP ISD,REGION 17: LUBBOCK,LUBBOCK,Elementary,No,No,868,43.10%,2.20%,A,93,A,91,A,91,A,91,B,89,A,96
152907,,FRENSHIP ISD,REGION 17: LUBBOCK,LUBBOCK,Elementary,No,No,604,45.20%,4.10%,A,94,A,92,A,92,A,92,A,91,A,100
152907,,FRENSHIP ISD,REGION 17: LUBBOCK,LUBBOCK,Elementary,No,No,459,56.90%,4.10%,B,87,A,90,B,89,B,85,B,89,C,79
152907,,FRENSHIP ISD,REGION 17: LUBBOCK,LUBBOCK,Elementary,No,No,842,43.30%,4.30%,A,90,A,90,B,89,B,89,B,85,A,90
152908,,ROOSEVELT ISD,REGION 17: LUBBOCK,LUBBOCK,Elementary,No,No,486,77.80%,4.50%,Not Rated: Senate Bill 1365,52,Not Rated: Senate Bill 1365,58,Not Rated: Senate Bill 1365,59,Not Rated: Senate Bill 1365,59,Not Rated: Senate Bill 1365,58,Not Rated: Senate Bill 1365,35
152909,,SHALLOWATER ISD,REGION 17: LUBBOCK,LUBBOCK,Elementary,No,No,352,40.90%,4.30%,A,90,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
152909,,SHALLOWATER ISD,REGION 17: LUBBOCK,LUBBOCK,Elementary,No,No,379,36.70%,2.40%,A,90,A,92,A,90,B,80,A,90,B,86
152910,,IDALOU ISD,REGION 17: LUBBOCK,LUBBOCK,Elementary,No,No,401,40.60%,3.00%,B,87,A,93,A,91,Not Rated: Senate Bill 1365,67,A,91,C,74
153904,,TAHOKA ISD,REGION 17: LUBBOCK,LYNN,Elementary,No,No,300,62.70%,3.00%,B,81,C,79,B,83,C,74,B,83,C,77
